KR_7083493930,0,38,6,16,6,1,9,19,8,0,0,5,0,6,25364,28747,353,98,0,0,0,38,8,16,5,0,19,9,27,2,0,1,1,2,30395,30660,379,81,1,0,1,1017.005
KR_7073467558,0,27,5,7,2,0,8,23,5,0,0,3,0,7,25133,29406,339,84,0,0,0,22,6,6,1,1,23,8,34,2,1,3,2,8,30837,29878,348,70,1,0,1,1268.574
KR_7072574259,1,33,7,13,7,0,11,6,9,1,0,5,3,14,28992,30952,380,94,1,0,1,35,11,12,4,1,6,11,6,0,0,1,1,0,23694,26956,337,76,0,0,0,1145.082
KR_7084032037,0,277,8,12,7,1,20,19,27,1,1,4,2,10,31203,29078,339,88,1,0,1,36,10,12,5,0,19,20,25,1,0,2,0,5,31942,28877,341,81,0,0,0,1958.469
KR_7094780628,1,68,10,12,3,1,12,5,17,0,0,4,0,6,29437,32507,447,110,0,0,0,40,4,14,4,0,5,12,11,2,0,2,0,0,24747,29228,382,101,0,0,1,1479.665
KR_7105785021,1,37,10,13,5,1,11,7,20,1,0,3,2,10,28186,31042,397,92,0,0,1,75,8,18,6,0,7,11,8,0,0,3,1,5,27417,30975,372,114,1,0,0,1426.314
KR_7087081223,1,147,2,7,3,0,9,12,14,1,0,0,2,9,25762,29009,348,80,1,0,1,56,6,6,1,1,12,9,13,1,0,6,0,9,29980,31173,386,108,0,0,0,1769.858
KR_7105290979,0,67,6,11,6,0,3,12,5,0,0,3,0,6,23862,27737,365,84,0,0,0,36,11,13,5,1,12,3,15,2,0,3,1,5,30333,32283,440,88,1,0,1,957.536
KR_7087359773,1,71,8,13,6,1,17,18,27,1,0,3,0,11,29809,29076,328,88,0,0,1,35,8,9,5,0,18,17,23,0,0,3,2,3,32503,31356,365,100,1,0,0,1474.924
KR_7078370684,1,30,7,8,5,0,20,13,17,1,0,6,3,15,33187,34114,413,84,1,0,1,32,7,8,4,1,13,20,17,0,0,0,0,2,28282,30015,370,71,0,0,0,1355.817
KR_7079466853,0,93,9,14,5,1,19,8,22,1,0,6,3,14,33816,33074,426,104,1,0,1,32,6,17,6,0,8,19,4,0,0,0,0,2,23616,27458,330,53,0,0,0,1792.954
KR_7075177698,0,29,8,17,7,1,15,15,18,2,0,0,1,6,28724,30317,384,83,1,0,1,49,9,8,4,0,15,15,13,0,0,3,0,2,30381,31873,424,75,0,0,0,1504.878
KR_7081918599,0,42,9,13,5,0,10,7,18,0,0,5,1,6,26250,29616,382,80,1,0,0,39,8,14,6,1,7,10,8,1,0,1,0,5,27961,29931,423,73,0,0,1,1517.384
KR_7101787804,0,36,6,5,3,0,13,16,19,0,0,4,0,7,25745,27430,337,59,0,0,0,30,6,12,5,1,16,13,15,2,0,2,1,3,29743,31548,388,103,1,0,1,1297.315
KR_7078468021,0,34,9,8,3,0,11,12,19,0,0,6,0,5,26715,27874,342,80,0,0,0,25,5,8,5,1,12,11,10,2,0,0,1,3,28030,30683,422,80,1,0,1,1732.787
KR_7106351359,1,24,4,7,3,1,10,10,8,0,0,2,0,6,26809,29448,403,79,0,0,0,29,5,8,2,0,10,10,14,1,0,4,0,2,26814,31014,398,99,0,0,1,1251.639
KR_7058550239,1,34,5,4,0,0,11,6,7,1,1,6,2,13,28718,32220,381,122,1,0,1,21,0,11,4,1,6,11,5,0,0,0,0,0,22708,28547,317,77,0,0,0,1743.342
KR_7077710659,0,23,3,14,7,0,14,22,14,1,0,6,1,9,28377,30605,343,83,1,0,1,35,9,7,2,1,22,14,13,1,0,0,0,3,30472,33767,360,71,0,0,0,1422.102
KR_7103226305,1,33,9,8,2,0,14,10,14,0,1,3,1,11,29481,31909,373,105,1,0,0,25,3,13,7,1,10,14,20,1,0,3,1,5,27824,30359,389,94,0,0,1,1744.552
KR_7099241085,1,94,6,18,5,1,8,7,17,1,0,4,0,5,26844,31276,410,98,0,0,1,30,5,20,4,0,7,8,10,0,0,2,0,4,25101,30343,398,86,0,0,0,1381.687
KR_7106936940,0,31,8,9,3,0,8,11,13,0,0,3,1,4,25502,29195,360,101,1,0,0,26,5,14,5,1,11,8,10,2,0,3,1,5,28723,32448,409,96,0,0,1,983.831
KR_7092285959,0,29,6,12,7,0,14,22,22,1,1,3,1,6,27790,28011,313,93,0,0,1,51,12,10,4,1,22,14,27,0,0,3,2,9,33537,31664,373,78,1,0,0,961.396
KR_7041854166,0,31,8,10,5,1,11,9,12,0,0,5,2,7,26755,27612,375,64,1,0,0,30,5,8,5,0,9,11,10,2,0,1,0,3,25668,28362,359,67,0,0,1,1729.499
KR_7097200609,0,159,10,10,4,1,13,19,17,1,0,0,1,8,26010,27174,289,78,0,0,1,37,5,8,3,0,19,13,22,0,0,6,1,4,29612,30223,345,90,1,0,0,1988.118
KR_7104794669,1,46,14,9,4,0,17,12,27,1,1,0,0,13,29024,27869,331,85,0,0,1,59,9,14,5,1,12,17,19,0,0,6,2,4,29405,27603,340,86,1,0,0,2206.536
KR_7105667944,0,53,5,9,7,0,10,14,16,0,0,0,1,9,27530,30379,389,98,0,0,0,32,10,8,2,1,14,10,14,1,0,6,1,5,28215,29828,358,76,1,0,1,1631.849
KR_7086542071,0,48,16,14,7,0,10,19,23,0,0,0,0,5,27121,29139,360,79,0,0,0,29,7,17,9,1,19,10,28,2,0,6,1,8,32515,34364,390,125,1,0,1,1338.372
KR_7080416719,0,30,6,11,6,1,8,16,14,1,0,6,0,6,24685,27763,351,93,0,0,1,40,9,11,4,0,16,8,17,1,0,0,0,3,28791,30354,355,83,0,0,0,1140.426
KR_7094070553,1,25,5,9,7,0,18,12,29,1,0,6,2,11,31666,32672,362,99,1,0,1,47,9,4,3,1,12,18,9,0,0,0,0,2,26335,28350,318,72,0,0,0,1432.216
KR_7078353996,1,33,9,6,3,1,13,6,18,0,1,3,1,8,29094,30606,382,112,1,0,0,32,6,10,3,0,6,13,9,1,0,3,0,1,24749,28193,362,96,0,0,1,960.514
KR_7098765078,0,24,5,7,3,0,4,15,4,0,0,2,0,9,24141,29307,375,99,0,0,0,28,6,11,4,1,15,4,26,2,0,4,2,1,28884,30147,369,70,1,0,1,1168.87
