KR_7075696239,0,27,7,10,6,1,10,16,16,1,0,0,0,3,25822,28217,354,68,0,0,1,39,13,9,3,0,16,10,27,1,0,6,0,5,30385,31857,355,120,0,0,0,1282.549
KR_7087670563,0,24,4,8,4,1,6,10,7,0,0,5,1,11,24751,28399,334,102,1,0,0,34,10,5,3,0,10,6,15,2,0,1,0,3,26840,29434,377,70,0,0,1,1093.277
KR_7100838225,1,101,11,10,3,1,12,14,15,0,0,2,0,6,27944,31013,365,111,0,0,0,31,5,7,5,0,14,12,17,2,0,4,1,5,30384,31064,404,80,1,0,1,1578.312
KR_7100342279,1,32,8,9,5,1,13,13,15,1,0,1,1,8,27666,29928,398,62,0,0,0,26,7,12,7,0,13,13,11,1,0,5,1,1,27420,30072,360,84,1,0,1,1651.769
KR_7095553230,0,30,7,10,3,1,11,21,19,0,0,0,1,7,26107,27367,329,82,0,0,0,32,7,6,2,0,21,11,22,2,0,6,2,11,33638,32605,390,108,1,0,1,1369.043
KR_7106436504,0,71,8,8,3,1,8,10,7,0,1,4,0,5,27264,31014,413,100,0,0,0,37,4,13,6,0,10,8,13,2,0,2,1,7,29136,31543,396,112,1,0,1,1686.333
KR_7083306148,0,27,9,10,8,1,10,9,9,0,0,4,0,7,26904,31571,396,103,0,0,0,191,8,11,7,0,9,10,14,2,0,2,0,1,25483,29996,381,87,0,0,1,2192.077
KR_7095900704,0,28,4,9,3,0,9,13,10,0,0,6,0,6,25675,30553,388,63,0,0,0,194,5,8,4,1,13,9,15,1,0,0,0,2,28648,32962,397,97,0,0,1,1825.611
KR_7091730403,1,23,3,6,2,1,16,18,16,0,0,6,0,7,27811,28859,303,104,0,0,0,28,5,7,3,0,18,16,20,1,0,0,2,3,30802,31296,330,76,1,0,1,1832.654
KR_7086643647,1,49,9,13,6,1,22,13,30,1,0,6,1,13,32812,31579,344,95,1,0,0,38,8,9,5,0,13,22,22,1,0,0,0,2,26910,27391,336,74,0,0,1,1066.237
KR_7073124336,0,27,4,6,3,1,14,11,15,0,0,4,0,6,26325,29773,299,99,0,0,0,37,7,7,2,0,11,14,8,1,0,2,2,8,29237,32826,411,96,1,0,1,1421.63
KR_7081758930,0,34,11,11,4,1,10,16,14,2,0,0,1,11,26393,28580,375,84,1,0,1,29,6,12,7,0,16,10,19,0,0,6,0,2,29860,34332,364,120,0,0,0,1375.508
