KR_7051470073,0,76,5,8,4,0,6,10,6,0,0,1,1,11,24177,27522,355,81,1,0,0,39,10,16,3,1,10,6,10,1,1,5,2,8,28851,29719,391,89,0,0,1,969.923
KR_7080256042,0,38,7,9,5,0,17,19,18,1,0,6,1,7,27969,29230,362,59,1,0,1,32,10,9,3,1,19,17,21,0,0,0,0,4,30522,31175,397,49,0,0,0,1541.556
KR_7089558750,1,30,7,5,4,0,9,13,12,0,0,1,1,9,26053,28618,333,88,1,0,0,25,9,9,5,1,13,9,18,2,0,5,0,2,28846,29372,315,115,0,0,1,2045.214
KR_7105843632,1,35,8,11,5,0,7,9,8,0,0,4,1,3,26133,29795,377,88,1,0,0,35,8,12,5,1,9,7,7,2,0,2,0,2,25780,31835,383,94,0,0,1,1713.132
KR_7097558806,0,44,12,9,4,0,10,17,16,0,0,3,0,9,26144,27864,358,70,0,0,0,61,8,21,10,1,17,10,19,2,0,3,1,7,31630,32369,407,104,1,0,1,941.999
KR_7077607892,1,31,11,17,8,0,10,11,8,0,0,2,0,3,25189,30325,381,64,0,0,0,34,11,9,5,1,11,10,17,1,0,4,0,2,25294,26924,357,71,0,0,1,2094.992
KR_7106799716,0,37,8,12,7,1,14,18,15,0,0,6,1,9,29206,30434,356,84,1,0,0,26,9,11,5,0,18,14,24,2,0,0,0,2,30821,32340,364,100,0,0,1,1298.373
KR_7092412382,0,28,4,7,5,1,13,12,10,1,0,2,1,6,29147,32804,387,104,1,0,1,50,7,10,4,0,12,13,11,1,0,4,0,1,27344,32191,392,93,0,0,0,1645.085
KR_7073437766,0,20,4,10,3,0,14,25,15,1,0,3,1,6,28922,29905,338,85,1,0,0,29,4,6,3,1,25,14,16,1,0,3,2,7,32612,30980,387,74,0,0,1,1370.021
KR_7103823855,0,79,11,16,5,1,8,8,20,0,0,3,1,6,26483,29178,376,78,0,0,0,115,6,19,8,0,8,8,8,1,1,3,1,4,28103,30766,424,87,1,0,1,1660.914
KR_7101371482,0,30,7,8,2,1,14,12,17,0,0,4,0,10,28526,31008,373,99,0,0,0,252,2,7,4,0,12,14,16,1,0,2,0,1,27357,31227,341,99,0,0,1,2598.059
KR_7098953617,0,49,6,2,0,0,7,22,8,0,0,6,0,7,23380,26771,292,85,0,0,0,32,3,7,4,1,22,7,25,2,1,0,2,7,35022,33089,391,92,1,0,1,930.14
KR_7096730438,1,37,4,14,4,0,10,5,9,1,1,3,2,12,27761,31754,418,75,1,0,1,39,6,16,3,1,5,10,4,0,0,3,0,1,24403,29562,383,99,0,0,0,1446.42
KR_7105891333,0,28,7,9,5,1,14,16,11,0,0,6,1,10,27824,30140,347,112,0,0,0,28,9,3,2,0,16,14,18,2,0,0,2,6,29477,28424,315,76,1,0,1,1535.729
KR_7076944148,1,70,10,10,4,1,11,23,10,0,0,1,2,14,29158,28729,359,91,1,0,0,80,13,14,7,0,23,11,34,2,1,2,0,2,29149,28115,266,88,0,0,1,1249.296
KR_7093340264,0,50,6,4,2,0,7,17,8,0,0,0,0,7,23889,28777,378,64,0,0,0,50,4,10,5,1,17,7,27,1,0,6,3,7,32954,33035,404,102,1,0,1,960.776
KR_7053693909,0,46,6,6,0,0,7,15,5,0,1,6,1,7,24558,30533,365,99,1,0,0,27,2,6,3,1,15,7,10,1,0,0,0,2,27691,29342,369,76,0,0,1,2106.912
KR_7085453311,0,26,6,9,3,0,19,18,25,1,0,6,1,12,31622,30693,358,116,1,0,1,33,7,8,3,1,18,19,26,0,0,0,0,2,30123,30638,357,92,0,0,0,1373.513
KR_7085175276,0,30,4,10,5,1,8,9,8,0,1,5,2,9,26323,29552,367,96,1,0,0,32,7,8,3,0,9,8,11,2,0,1,0,1,26510,29506,363,90,0,0,1,1329.936
KR_7077621707,1,30,8,13,3,1,16,9,19,2,0,0,2,14,29796,30574,362,97,0,0,1,28,4,9,5,0,9,16,5,0,1,6,3,3,27781,30652,392,88,1,0,0,1634.716
KR_7046993476,0,34,9,8,2,1,7,9,8,0,0,3,1,7,25170,28218,369,90,1,0,0,31,6,12,5,0,9,7,6,2,0,3,1,4,26439,31645,377,102,0,0,1,2260.369
KR_7084149451,0,35,8,7,5,0,9,22,8,0,0,2,0,10,24789,26970,299,88,0,0,0,29,7,10,5,1,22,9,16,1,1,4,2,8,31710,33010,381,101,1,0,1,1235.268
KR_7106379301,1,46,10,8,4,1,11,8,15,1,0,5,1,9,29016,31452,416,89,1,0,1,33,6,14,6,0,8,11,10,1,0,1,0,2,26425,31714,417,102,0,0,0,1498.99
KR_7100768329,1,29,7,8,4,1,10,14,16,0,0,5,0,6,27620,30543,370,95,0,0,0,33,7,11,5,0,14,10,15,0,0,1,1,2,28355,30885,392,79,1,0,0,1280.706
KR_7095751538,0,32,9,8,2,0,5,11,4,0,0,5,0,8,24295,28003,365,95,0,0,0,29,3,12,6,1,11,5,12,2,0,1,1,6,27054,31671,397,82,1,0,1,1033.339
KR_7095744661,0,31,6,11,5,0,6,8,12,0,0,0,0,7,24242,28490,378,70,0,0,0,34,9,10,5,1,8,6,9,1,1,6,1,2,27359,32169,394,124,1,0,1,1565.709
KR_7062435675,0,39,5,10,2,1,10,11,17,1,0,4,0,8,27165,30346,374,103,0,0,0,35,6,8,3,0,11,10,25,1,0,2,0,2,26757,30606,374,88,0,0,1,1993.359
KR_7089230089,0,77,7,12,5,0,10,13,15,2,0,6,1,7,27630,28935,357,96,1,0,1,37,9,11,3,1,13,10,22,0,1,0,1,3,29914,32268,403,96,0,0,0,1653.141
KR_7103147733,1,30,10,14,8,1,11,11,11,0,0,4,2,12,30304,31853,392,117,1,0,0,38,12,8,5,0,11,11,20,1,0,2,1,3,27752,28730,356,90,0,0,1,1784.533
KR_7085746517,0,24,4,8,1,0,12,27,15,0,0,0,0,9,27631,28845,365,56,0,0,0,41,8,8,4,1,27,12,24,1,0,6,1,5,34475,33462,352,123,1,0,1,931.852
KR_7078047366,1,33,9,7,3,1,18,9,29,2,0,1,2,8,30173,29988,371,74,0,0,1,29,6,10,5,0,9,18,17,0,1,5,1,4,26152,29363,331,86,1,0,0,1562.192
KR_7107461251,1,35,12,13,3,1,16,13,24,2,0,2,2,8,31493,32469,408,104,1,0,1,65,6,9,6,0,13,16,15,0,0,4,0,1,27313,30133,370,80,0,0,0,1273.876
KR_7109006263,1,31,6,7,3,0,9,10,6,1,1,4,1,11,27772,31375,416,98,1,0,1,34,7,12,4,1,10,9,6,1,0,2,0,1,26839,32980,396,109,0,0,0,1833.118
KR_7069643970,0,28,8,15,4,1,12,5,17,0,0,3,2,11,27037,29032,347,87,1,0,0,47,10,14,6,0,5,12,9,2,0,3,0,3,26733,26811,370,100,0,0,1,1663.081
KR_7093239554,1,34,8,8,4,1,19,10,21,0,0,3,2,9,31101,29686,356,68,1,0,0,29,10,8,3,0,10,19,14,1,0,0,0,3,27398,30407,361,99,0,0,1,1386.545
KR_7081300004,0,115,7,9,5,1,13,13,18,0,0,3,0,4,25239,28203,326,76,0,0,0,37,10,18,6,0,13,13,20,2,0,3,0,1,26598,28091,323,94,0,0,1,1410.035
KR_7104722714,1,33,6,11,4,1,13,13,16,1,0,3,1,9,29266,29414,368,92,1,0,1,65,6,8,5,0,13,13,19,0,0,3,0,2,27709,29026,348,82,0,0,0,1568.785
KR_7084010784,0,34,7,9,5,0,6,11,8,0,0,1,1,8,25519,29438,365,106,1,0,0,34,7,13,4,1,11,6,11,1,1,5,0,4,28534,32042,397,98,0,0,1,1111.695
KR_7094404446,0,101,7,5,1,0,17,10,20,1,0,6,2,17,30978,31776,381,72,1,0,1,25,3,6,3,1,10,17,11,0,0,0,0,3,25074,28714,334,70,0,0,0,1716.474
KR_7100381897,0,27,6,11,5,1,17,7,19,2,1,6,3,14,32654,33847,385,106,1,0,1,33,6,9,4,0,7,17,10,0,0,0,0,1,24689,29358,397,74,0,0,0,1988.421
KR_7096476784,1,20,7,9,6,0,9,9,6,0,0,6,3,13,28839,33131,412,103,1,0,0,37,9,6,3,1,9,9,13,2,0,0,1,4,28291,30158,414,91,0,0,1,1622.493
KR_7089390601,0,62,2,7,3,0,9,19,13,1,0,3,0,10,26324,29971,372,96,0,0,1,29,6,10,2,1,19,9,24,0,0,3,0,1,30127,31773,364,90,0,0,0,2085.502
KR_7107099855,0,38,7,12,5,1,12,8,21,1,0,6,1,10,30075,32298,405,103,1,0,0,68,8,16,3,0,8,12,16,1,0,0,0,3,26920,31216,388,100,0,0,1,1670.769
KR_7094163032,1,35,7,31,5,1,11,8,13,0,0,0,1,8,27950,30801,381,94,0,0,0,82,7,10,3,0,8,11,8,2,0,6,1,5,27106,30483,383,89,1,0,1,2359.158
KR_7085854516,0,30,7,7,4,0,6,14,8,1,0,3,0,7,25418,30859,376,98,0,0,0,30,7,10,5,1,14,6,16,1,0,3,2,9,30615,32278,407,89,1,0,1,1191.419
KR_7108173713,1,57,7,10,1,0,15,8,13,1,0,6,0,6,27862,31993,347,88,0,0,0,76,3,8,3,1,8,15,10,1,0,0,0,3,24968,28347,360,79,0,0,1,2293.212
KR_7108053519,0,31,7,9,3,1,12,18,20,0,0,0,0,7,26565,27853,353,58,0,0,0,32,4,4,1,0,18,12,33,1,0,6,2,2,30481,30030,346,100,1,0,1,1823.179
KR_7086938191,0,27,6,5,2,0,10,7,13,0,0,6,1,8,27269,30513,355,115,1,0,0,35,7,7,3,1,7,10,11,2,0,0,1,5,26277,28712,371,96,0,0,1,1991.008
KR_7105793654,0,56,8,7,4,1,10,2,13,0,0,6,0,8,25541,28624,359,85,0,0,0,28,5,12,5,0,2,10,2,1,0,0,1,3,24547,28063,401,90,1,0,1,2419.373
KR_7101447177,1,80,12,15,9,1,11,9,11,0,0,3,1,8,28425,31073,373,106,1,0,0,53,13,18,7,0,9,11,18,1,1,3,0,5,26188,29173,374,82,0,0,1,1568.843
KR_7080285733,0,44,7,14,7,1,9,10,11,2,0,0,0,10,25721,28793,380,81,0,0,1,37,10,22,5,0,10,9,9,0,0,6,1,5,28299,30604,381,107,1,0,0,1776.288
KR_7077460799,0,32,6,7,4,0,11,18,12,0,0,0,0,7,26750,29046,355,80,0,0,0,36,7,9,5,1,18,11,22,1,1,6,1,3,31033,33471,377,100,1,0,1,1344.94
KR_7081929359,0,31,9,8,6,0,15,13,21,0,0,4,0,11,29710,31669,372,99,0,0,0,31,8,7,6,1,13,15,20,1,0,2,0,6,28606,31228,347,88,0,0,1,1712.714
KR_7107232622,1,26,5,10,5,0,9,16,6,0,0,6,0,5,24817,30628,327,103,0,0,0,66,7,9,2,1,16,9,22,1,0,0,1,6,29461,31590,335,92,1,0,1,1642.04
KR_7064072028,0,33,9,10,6,0,13,14,12,1,1,6,1,9,29368,30417,387,81,1,0,0,35,11,14,6,1,14,13,20,1,0,0,0,2,29265,30633,393,94,0,0,1,1464.993
KR_7105041772,0,69,5,6,3,1,7,21,8,0,0,6,3,11,26087,28564,369,88,1,0,0,137,7,8,2,0,21,7,25,2,0,0,0,5,30782,32462,349,83,0,0,1,1560.564
KR_7085027041,0,97,10,3,2,1,15,9,26,0,0,4,0,8,27824,30442,345,83,0,0,0,29,4,5,4,0,9,15,11,1,0,2,3,6,28295,27852,386,84,1,0,1,2152.373
KR_7098989244,1,29,8,5,2,0,11,4,20,2,1,2,3,11,30494,32084,404,104,1,0,1,26,3,3,1,1,4,11,7,0,0,4,0,1,23523,28222,339,103,0,0,0,1502.28
KR_7092375547,1,68,13,19,9,1,11,9,14,2,0,6,2,14,29501,30479,372,109,1,0,1,40,12,17,8,0,9,11,12,0,0,0,1,5,28718,30739,413,74,0,0,0,1642.128
KR_7066268235,1,33,6,7,5,0,11,10,20,2,0,3,1,10,26538,28849,350,75,1,0,1,71,8,9,4,1,10,11,14,0,1,3,0,4,27989,28137,401,78,0,0,0,2131.949
KR_7016120176,0,231,8,7,5,0,5,5,4,1,0,6,1,4,24582,29557,387,111,0,0,0,59,7,16,6,1,5,5,6,1,0,0,1,2,24258,29290,397,74,1,0,1,1759.005
KR_7072673217,1,34,8,10,1,0,4,12,6,1,0,4,0,9,24401,29660,403,80,0,0,1,39,6,12,6,1,12,4,13,1,0,2,0,2,27833,32012,391,108,0,0,0,1747.598
KR_7052286528,1,45,3,7,4,0,18,5,16,2,0,6,2,9,30995,30410,379,76,1,0,1,26,5,10,2,1,5,18,4,0,0,0,0,3,24586,26726,345,83,0,0,0,1284.368
KR_7101492499,0,31,7,8,5,1,9,14,7,0,0,0,2,7,26803,30111,404,58,1,0,0,30,8,12,4,0,14,9,15,2,0,6,0,3,29494,32303,372,100,0,0,1,1498.277
KR_7089772963,0,31,8,20,9,0,11,17,17,0,0,6,0,7,26269,29828,380,88,0,0,0,42,10,11,5,1,17,11,33,1,0,0,0,4,30622,31145,407,88,0,0,1,1212.655
KR_7095605427,0,119,4,11,4,0,10,19,20,1,0,3,1,5,25878,29421,331,100,1,0,1,34,8,12,3,1,19,10,26,0,0,3,0,5,31790,32667,386,74,0,0,0,1461.93
KR_7097819936,1,30,7,12,6,1,17,8,18,2,0,3,1,9,30957,33267,406,90,1,0,1,33,10,12,5,0,8,17,5,0,0,3,0,5,25793,29501,361,118,0,0,0,1152.441
KR_7104561241,0,105,10,18,9,1,15,21,13,0,0,6,2,10,30121,29664,379,80,1,0,0,73,10,14,7,0,21,15,20,2,0,0,0,5,31387,31105,359,110,0,0,1,1505.669
KR_7045361832,0,38,10,13,7,1,10,8,11,0,0,3,1,9,26000,27557,354,85,1,0,0,38,11,8,1,0,8,10,14,0,0,3,0,4,26271,27587,372,62,0,0,0,1450.501
KR_7071844176,0,27,8,11,6,0,16,19,18,0,0,6,1,8,28762,30365,333,110,1,0,0,31,7,5,2,1,19,16,27,1,1,0,0,4,30494,29735,331,75,0,0,1,1489.944
KR_7081881148,1,36,7,15,8,1,4,6,8,1,1,3,2,10,27998,30988,443,101,1,0,1,38,11,11,4,0,6,4,13,0,0,0,0,1,24544,28502,360,92,0,0,0,1188.821
KR_7104928695,1,44,9,21,8,1,20,9,28,1,0,5,2,14,34282,32461,382,113,1,0,1,43,11,14,4,0,9,20,11,0,0,1,0,1,24058,24981,301,77,0,0,0,944.233
KR_7108125523,1,34,6,8,3,1,14,5,21,0,0,5,1,12,30339,32575,425,83,1,0,0,32,3,12,4,0,5,14,6,1,0,1,0,1,24810,29289,392,103,0,0,1,1268.322
KR_7092939041,0,35,10,10,5,1,8,18,6,0,0,0,1,18,26004,28392,355,71,1,0,0,26,7,11,5,0,18,8,12,0,1,6,2,2,29877,31807,334,91,0,0,0,937.583
KR_7088484150,0,19,5,11,4,0,9,17,5,0,0,6,1,6,25287,29536,324,99,1,0,0,33,6,2,2,1,17,9,24,1,1,0,0,3,29003,32796,366,100,0,0,1,1477.326
KR_7057279566,1,80,15,15,4,0,19,7,28,1,0,2,5,17,31961,29062,339,104,1,0,1,39,6,6,5,1,7,19,11,0,0,4,0,5,25780,25191,333,74,0,0,0,1700.661
KR_7060462872,0,31,3,7,2,1,14,24,8,0,0,2,0,6,25439,25168,282,71,0,0,0,33,5,11,2,0,24,14,34,1,1,4,2,5,35746,31515,365,87,1,0,1,1233.925
KR_7019932066,1,47,6,8,4,0,14,8,27,2,0,4,2,9,30614,30853,411,83,1,0,1,21,7,8,3,1,8,14,7,0,0,2,0,1,23960,28102,353,67,0,0,0,1404.775
KR_7083334693,1,23,7,5,2,1,12,9,14,0,0,0,1,11,27436,31930,361,95,0,0,0,26,3,8,7,0,9,12,12,2,0,6,3,9,28367,30395,371,84,1,0,1,1995.285
KR_7102145830,1,34,9,7,3,1,12,12,18,1,0,4,0,6,27407,29799,384,82,0,0,1,35,8,9,5,0,12,12,14,0,0,2,0,2,27983,31108,363,94,0,0,0,1310.498
KR_7095590268,0,27,6,7,3,0,10,17,13,0,0,5,1,3,26254,29931,377,106,1,0,0,32,7,8,4,1,17,10,18,2,0,1,0,4,29872,33050,385,86,0,0,1,1476.859
KR_7091125723,1,38,10,12,2,1,11,23,5,0,1,1,2,16,28627,29814,369,95,1,0,0,38,8,16,7,0,23,11,22,1,0,5,0,1,30281,32113,330,92,0,0,1,1412.577
KR_7109164971,1,32,4,7,3,0,22,10,23,0,0,6,2,12,34250,33246,407,106,1,0,0,36,8,10,3,1,10,22,8,1,0,0,0,1,25768,28410,368,89,0,0,1,1140.658
KR_7097646384,1,29,6,8,2,0,17,13,16,0,0,6,1,9,31723,32046,411,92,1,0,0,33,4,8,4,1,13,17,13,0,0,0,0,0,28131,30347,362,88,0,0,0,1207.52
KR_7091028677,0,26,6,4,2,0,8,15,8,0,0,6,1,9,26239,29370,374,92,1,0,0,35,3,8,5,1,15,8,20,2,0,0,0,1,29447,32438,375,112,0,0,1,983.808
KR_7100214595,1,354,9,7,4,1,24,15,31,1,0,3,2,13,31677,30061,354,78,1,0,1,36,4,11,5,0,15,24,14,0,0,3,0,4,28120,28840,347,80,0,0,0,1551.805
KR_7094750191,0,41,12,14,4,1,11,7,19,2,0,3,0,5,26127,29119,343,78,0,0,1,36,9,10,7,0,7,11,13,0,1,3,0,1,27498,30432,402,110,0,0,0,1166.447
KR_7087916911,1,41,4,7,3,0,16,7,17,1,0,3,1,6,28458,32236,359,94,1,0,1,33,4,7,3,1,7,16,4,0,0,3,0,1,24580,28526,325,98,0,0,0,1132.903
KR_7103994738,1,36,9,14,7,0,9,6,12,0,0,4,0,7,27107,30786,406,86,0,0,0,52,8,9,5,1,6,9,7,1,0,2,0,2,24604,28109,380,68,0,0,1,1672.462
KR_7064480150,1,69,5,14,8,1,11,10,10,0,0,6,1,9,28112,30397,393,88,1,0,0,35,9,12,2,0,10,11,13,2,0,0,0,4,25966,28212,357,77,0,0,1,1575.35
KR_7099779775,0,34,8,1,1,0,18,17,14,0,0,5,2,12,31796,30632,341,81,1,0,0,30,6,10,4,1,17,18,17,2,0,1,0,2,28931,30584,340,75,0,0,1,1519.895
KR_7092446037,1,38,10,9,5,1,22,5,25,1,0,6,4,15,35075,33129,395,111,1,0,1,240,5,11,5,0,5,22,6,0,0,0,0,0,24013,27461,343,68,0,0,0,935.048
KR_7101101341,1,38,8,13,6,1,7,9,8,1,1,5,0,5,25492,31351,391,112,0,0,1,34,8,11,3,0,9,7,9,0,0,1,0,4,25977,30742,424,60,0,0,0,1932.94
KR_7095529027,1,34,4,10,3,1,14,11,13,1,0,2,1,8,28577,30417,387,79,0,0,1,40,5,8,4,0,11,14,7,0,1,4,1,2,28483,30858,381,112,1,0,0,2011.137
