KR_7078846069,0,31,6,10,7,0,5,12,9,0,0,0,0,4,24987,30425,388,98,0,0,0,66,9,8,3,1,12,5,15,1,0,6,1,8,28544,30752,397,101,1,0,1,2053.557
KR_7005304568,1,25,4,3,2,0,13,13,17,1,1,3,1,10,27435,29063,353,74,1,0,0,24,5,2,1,1,13,13,12,1,0,3,1,6,27600,28772,323,78,0,0,1,1609.331
KR_7098765300,0,30,5,10,3,0,13,10,14,0,0,0,0,8,27829,31127,403,83,0,0,0,28,4,9,3,1,10,13,10,1,1,6,0,0,26305,29572,370,101,0,0,1,1799.026
KR_7083557223,1,26,7,7,3,0,10,14,12,0,0,6,2,12,26423,28447,339,69,1,0,0,71,5,9,6,1,14,10,15,1,0,0,1,3,27510,29929,340,89,0,0,1,2256.579
KR_7104433785,0,45,12,16,9,0,10,20,11,0,0,0,0,6,24489,28168,359,61,0,0,0,36,15,18,8,1,20,10,26,1,0,6,1,2,31079,32390,343,104,1,0,1,1353.694
KR_7091831415,0,62,8,10,5,1,11,14,17,1,0,2,0,4,26722,29125,378,80,0,0,1,36,7,7,2,0,14,11,19,0,0,4,1,5,28572,30886,343,94,1,0,0,1772.108
KR_7087126605,0,62,7,6,2,1,10,12,8,0,0,2,0,10,26293,29409,350,88,0,0,0,22,2,14,4,0,12,10,17,1,0,4,0,1,25719,29445,305,80,0,0,1,2127.989
KR_7054182611,1,38,9,8,4,0,12,12,19,2,0,3,2,8,28043,30820,382,120,0,0,1,45,8,12,6,1,12,12,10,0,0,3,1,5,27530,28893,389,65,1,0,0,1251.826
KR_7074824164,0,39,4,15,6,0,11,14,11,1,0,0,0,3,25583,28503,366,56,0,0,1,43,11,17,4,1,14,11,19,1,0,6,0,2,27951,29313,387,83,0,0,0,1646.26
KR_7071352062,0,34,6,10,5,0,14,16,14,0,0,5,1,13,28354,30847,400,57,1,0,0,32,9,8,4,1,16,14,18,2,1,1,0,3,30547,32383,393,94,0,0,1,1871.31
KR_6953522872,1,28,7,5,2,0,14,13,18,1,0,0,0,8,29089,32254,396,96,0,0,0,27,7,10,5,1,13,14,10,1,0,6,1,4,27627,28692,338,68,1,0,1,1150.75
KR_7066886926,1,59,10,21,6,0,11,12,21,1,0,2,0,4,27563,28321,366,90,0,0,0,41,7,7,6,1,12,11,20,1,0,4,1,10,29050,29475,391,89,1,0,1,2430.499
KR_7081597601,0,31,8,11,4,1,11,7,18,1,0,5,0,8,27020,30986,392,85,0,0,0,28,5,9,3,0,7,11,11,1,0,1,1,3,26092,31292,397,90,1,0,1,1773.51
KR_7096407295,1,28,6,1,0,1,24,7,24,2,0,0,2,14,30181,31926,303,82,1,0,1,21,0,3,2,0,7,24,4,0,0,6,0,2,25618,27616,324,78,0,0,0,981.566
KR_7071872964,0,43,3,7,3,1,16,6,10,0,0,6,2,10,30011,32455,370,100,1,0,0,28,6,8,2,0,6,16,7,2,0,0,0,1,24535,30985,364,93,0,0,1,1719.528
KR_7002225138,0,41,11,10,3,0,8,13,10,1,0,3,0,10,25653,29039,379,82,0,0,1,34,5,11,9,1,13,8,18,1,0,3,1,4,28879,30146,364,85,1,0,0,1480.701
KR_7089541220,0,32,6,5,3,1,8,5,7,1,0,0,0,7,25228,31145,398,92,0,0,1,34,7,13,5,0,5,8,6,1,0,6,1,4,26771,31198,405,108,1,0,0,1637.161
KR_7082364607,0,35,8,6,3,1,10,8,7,0,0,0,0,4,24874,29808,354,63,0,0,0,57,5,9,6,0,8,10,8,2,0,6,0,2,24473,29079,346,81,0,0,1,1923.452
KR_7011266048,0,29,2,4,0,0,6,18,7,1,0,0,0,7,24454,28043,357,74,0,0,1,36,7,7,2,1,18,6,21,1,0,6,3,9,32076,31442,414,85,1,0,0,1719.991
